company_id,ticker,peer_group,fiscal_year_t,roe_t_minus_1,roe_t,roe_t_plus_1,average_equity_valid,components_valid,positive_roe_base,positive_roe_change,forward_year_available,roe_change,contribution_margin,contribution_turnover,contribution_multiplier,contribution_sum,shapley_reconciliation_gap,dominant_driver,leverage_contribution_share,turnaround_from_loss,eligible_h1,exclusion_reason,next_year_peer_relative_change,next_year_roe_change,roe_reversal_flag,rank_retention
abnb,ABNB,marketplace_platform,2019,,,-4.381270903010034,0,0,0,0,1,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,0.0
abnb,ABNB,marketplace_platform,2020,,-4.381270903010034,-0.09171443460135487,0,0,0,0,1,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,3.8403692135298053,4.289556468408679,0,0.36363636363636365
abnb,ABNB,marketplace_platform,2021,-4.381270903010034,-0.09171443460135487,0.36632801161103046,1,0,0,1,1,4.289556468408679,,,,,,mixed_or_ambiguous,,1,0,invalid_dupont_transition,0.6439383537324918,0.4580424462123853,0,0.9
abnb,ABNB,marketplace_platform,2022,-0.09171443460135487,0.36632801161103046,0.6982877959927141,1,1,0,1,1,0.4580424462123853,0.45360311011725707,0.017009121762482114,-0.012569785667353858,0.4580424462123853,0.0,operating_driven,0.0,1,0,turnaround_from_loss,-0.08272584751089884,0.3319597843816836,0,0.875
abnb,ABNB,marketplace_platform,2023,0.36632801161103046,0.6982877959927141,0.3194787959220607,1,1,1,1,1,0.3319597843816836,0.39560992784504606,-0.02352162452141399,-0.04012851894194856,0.3319597843816835,1.1102230246251565e-16,operating_driven,0.0,0,1,eligible,-0.17030944177538077,-0.3788090000706534,1,0.75
aka,AKA,dtc_brand,2019,,,0.11424927767261134,0,0,0,0,1,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,0.7142857142857143
aka,AKA,dtc_brand,2020,,0.11424927767261134,-0.020233594955162654,0,0,0,0,1,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,-0.24339298713254434,-0.134482872627774,1,0.6666666666666666
aka,AKA,dtc_brand,2021,0.11424927767261134,-0.020233594955162654,-0.5062204287905939,1,0,1,0,1,-0.134482872627774,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,-0.017904517699454923,-0.4859868338354313,1,0.5
aka,AKA,dtc_brand,2022,-0.020233594955162654,-0.5062204287905939,-0.4998091964770846,1,1,0,0,1,-0.4859868338354313,-0.5117136965895572,0.06370082117414985,-0.03797395842002383,-0.4859868338354312,-1.1102230246251565e-16,mixed_or_ambiguous,0.0,0,0,nonpositive_prior_roe,-0.14984065408498265,0.0064112323135093185,0,0.36363636363636365
aka,AKA,dtc_brand,2023,-0.5062204287905939,-0.4998091964770846,-0.1952285804425882,1,1,0,1,1,0.0064112323135093185,0.24129653133961373,-0.10579108866696847,-0.12909421035913596,0.006411232313509291,2.7755575615628914e-17,operating_driven,0.0,1,0,turnaround_from_loss,0.14984065408498265,0.3045806160344964,0,0.5
amzn,AMZN,hybrid,2019,0.28271913329029724,0.21945099376000152,0.2744172284258735,1,1,1,0,1,-0.06326813953029573,-0.011497095275154494,-0.022779215295255922,-0.02899182895988529,-0.06326813953029571,-1.3877787807814457e-17,mixed_or_ambiguous,,0,0,no_roe_improvement,-0.3772666569937113,0.054966234665872,0,1.0
amzn,AMZN,hybrid,2020,0.21945099376000152,0.2744172284258735,0.2880564992726064,1,1,1,1,1,0.054966234665872,0.07165234157108882,-0.005784136177493512,-0.010901970727723271,0.05496623466587204,-4.163336342344337e-17,operating_driven,0.0,0,1,eligible,-0.2317776898944021,0.013639270846732887,0,0.0
amzn,AMZN,hybrid,2021,0.2744172284258735,0.2880564992726064,-0.01914959477712742,1,1,1,1,1,0.013639270846732887,0.07098787355016824,-0.03093965993758597,-0.026408942765849434,0.013639270846732835,5.204170427930421e-17,operating_driven,0.0,0,1,eligible,0.20152001450159432,-0.3072060940497338,1,1.0
amzn,AMZN,hybrid,2022,0.2880564992726064,-0.01914959477712742,0.1748975333268184,1,1,1,0,1,-0.3072060940497338,-0.2926104570952526,-0.010730547598976584,-0.003865089355504646,-0.3072060940497338,0.0,mixed_or_ambiguous,,0,0,no_roe_improvement,0.7717730547737436,0.1940471281039458,0,1.0
amzn,AMZN,hybrid,2023,-0.01914959477712742,0.1748975333268184,0.24289682173641217,1,1,0,1,1,0.1940471281039458,0.20146515165505832,-0.00023104473453329136,-0.007186978816579251,0.19404712810394578,2.7755575615628914e-17,operating_driven,0.0,1,0,turnaround_from_loss,-0.17019055773009517,0.06799928840959377,0,1.0
aprn,APRN,inventory_led_ecommerce,2019,-0.7119235790553458,-0.6522228925633072,-0.6994407989452469,1,1,0,1,1,0.059700686492038524,0.21335527749654393,0.03003783184765794,-0.1836924228521633,0.05970068649203855,-2.7755575615628914e-17,operating_driven,0.0,1,0,turnaround_from_loss,-0.11953057366639835,-0.04721790638193968,1,0.0
aprn,APRN,inventory_led_ecommerce,2020,-0.6522228925633072,-0.6994407989452469,-1.2272752520343266,1,1,0,0,1,-0.04721790638193968,0.2008652206517502,-0.1826785978721002,-0.06540452916158963,-0.04721790638193964,-4.163336342344337e-17,mixed_or_ambiguous,0.0,0,0,nonpositive_prior_roe,-0.5256245617161359,-0.5278344530890797,1,0.0
aprn,APRN,inventory_led_ecommerce,2021,-0.6994407989452469,-1.2272752520343266,-1.9289644382723645,1,1,0,0,1,-0.5278344530890797,-0.5939622541358499,-0.09201465767435066,0.15814245872112062,-0.52783445308908,2.220446049250313e-16,mixed_or_ambiguous,1.0,0,0,nonpositive_prior_roe,0.0148011679587704,-0.7016891862380379,1,0.0
aprn,APRN,inventory_led_ecommerce,2022,-1.2272752520343266,-1.9289644382723645,,0,1,0,0,0,-0.7016891862380379,-0.37473696497138254,-0.1221988361508146,-0.20475338511584074,-0.7016891862380379,0.0,mixed_or_ambiguous,,0,0,nonpositive_prior_roe,,,,
aprn,APRN,inventory_led_ecommerce,2023,-1.9289644382723645,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
bark,BARK,dtc_brand,2019,,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
bark,BARK,dtc_brand,2020,,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
bark,BARK,dtc_brand,2021,,,-2.3514485892823327,0,0,0,0,1,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,0.16666666666666666
bark,BARK,dtc_brand,2022,,-2.3514485892823327,-0.3174371384785267,0,0,0,0,1,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,1.8777595644053138,2.034011450803806,0,0.5454545454545454
bark,BARK,dtc_brand,2023,-2.3514485892823327,-0.3174371384785267,-0.23883582860092925,1,1,0,1,1,2.034011450803806,0.1873732715090038,0.350453695509249,1.4961844837855534,2.0340114508038063,-4.440892098500626e-16,leverage_driven,0.7355831173881971,1,0,turnaround_from_loss,-0.07613865207191628,0.07860130987759748,0,0.4
bbby,BBBY,inventory_led_ecommerce,2019,-0.050367051761630054,-0.28382809288492317,-0.0991317514779555,1,1,0,0,1,-0.2334610411232931,-0.21000844782400815,0.021259476794554418,-0.04471207009383939,-0.23346104112329313,2.7755575615628914e-17,mixed_or_ambiguous,0.0,0,0,nonpositive_prior_roe,0.11238367412250899,0.18469634140696767,0,0.75
bbby,BBBY,inventory_led_ecommerce,2020,-0.28382809288492317,-0.0991317514779555,-0.7713187616680255,1,1,0,1,1,0.18469634140696767,0.21945444547490642,0.035682729874220345,-0.07044083394215907,0.18469634140696772,-5.551115123125783e-17,operating_driven,0.0,1,0,turnaround_from_loss,-0.6699771188171262,-0.67218701019007,1,0.25
bbby,BBBY,inventory_led_ecommerce,2021,-0.0991317514779555,-0.7713187616680255,,0,1,0,0,0,-0.67218701019007,-0.46158456872397013,-0.01807430888547379,-0.1925281325806261,-0.67218701019007,0.0,mixed_or_ambiguous,,0,0,nonpositive_prior_roe,,,,
bbby,BBBY,inventory_led_ecommerce,2022,-0.7713187616680255,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
bbby,BBBY,inventory_led_ecommerce,2023,,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
bird,BIRD,dtc_brand,2019,,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
bird,BIRD,dtc_brand,2020,,,-0.2442550007133301,0,0,0,0,1,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,0.2222222222222222
bird,BIRD,dtc_brand,2021,,-0.2442550007133301,-0.283995051648073,0,0,0,0,1,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,0.4283422652012334,-0.03974005093474289,1,0.75
bird,BIRD,dtc_brand,2022,-0.2442550007133301,-0.283995051648073,-0.6072838370198647,1,1,0,0,1,-0.03974005093474289,-0.2034138830580252,0.05339845111986999,0.11027538100341243,-0.039740050934742796,-9.71445146547012e-17,mixed_or_ambiguous,0.6737508346499201,0,0,nonpositive_prior_roe,-0.47954067177028364,-0.3232887853717917,1,0.18181818181818182
bird,BIRD,dtc_brand,2023,-0.283995051648073,-0.6072838370198647,-0.6502679311810573,1,1,0,0,1,-0.3232887853717917,-0.23947561928308486,-0.019903955158989028,-0.06390921092971784,-0.32328878537179173,5.551115123125783e-17,mixed_or_ambiguous,,0,0,nonpositive_prior_roe,-0.19772405611070643,-0.04298409416119264,1,0.2
bkng,BKNG,marketplace_platform,2019,0.3988825700887958,0.6610952575078136,0.01089968594125254,1,1,1,1,1,0.2622126874190178,0.08301935588104818,0.06465235099645376,0.11454098054151582,0.26221268741901776,5.551115123125783e-17,leverage_driven,0.43682470771705456,0,1,eligible,-0.0729601004700442,-0.650195571566561,1,0.6666666666666666
bkng,BKNG,marketplace_platform,2020,0.6610952575078136,0.01089968594125254,0.2104597597326348,1,1,1,0,1,-0.650195571566561,-0.5382980162858371,-0.20443091964802726,0.09253336436730338,-0.6501955715665609,-1.1102230246251565e-16,mixed_or_ambiguous,1.0,0,0,no_roe_improvement,-0.24962718108749118,0.19956007379138227,0,0.6363636363636364
bkng,BKNG,marketplace_platform,2021,0.01089968594125254,0.2104597597326348,0.6825892857142857,1,1,1,1,1,0.19956007379138227,0.15761612286186474,0.03918657346674963,0.002757377462767894,0.19956007379138224,2.7755575615628914e-17,operating_driven,0.013817280232369647,0,1,eligible,0.6580254335017572,0.47212952598165087,0,1.0
bkng,BKNG,marketplace_platform,2022,0.2104597597326348,0.6825892857142857,225.73684210526315,1,1,1,1,1,0.47212952598165087,0.2068419285074207,0.14935051914409256,0.11593707833013761,0.47212952598165087,0.0,operating_driven,0.2455620162477266,0,1,eligible,224.6395671876563,225.05425281954888,0,1.0
bkng,BKNG,marketplace_platform,2023,0.6825892857142857,225.73684210526315,,0,1,1,1,0,225.05425281954888,11.538137948291766,20.604029430594075,192.91208544066296,225.05425281954882,5.684341886080802e-14,leverage_driven,0.8571803599523274,0,0,next_year_not_observable,,,,
boxd,BOXD,inventory_led_ecommerce,2019,,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
boxd,BOXD,inventory_led_ecommerce,2020,,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
boxd,BOXD,inventory_led_ecommerce,2021,,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
boxd,BOXD,inventory_led_ecommerce,2022,,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
boxd,BOXD,inventory_led_ecommerce,2023,,,,0,0,0,0,0,,,,,,,mixed_or_ambiguous,,0,0,invalid_dupont_transition,,,,
byon,BYON,hybrid,2019,-1.0765642101303716,-0.6271396254384769,0.18235992321481775,1,1,0,1,1,0.4494245846918947,0.23819235348199475,0.1835257887634443,0.027706442446455613,0.4494245846918946,1.1102230246251565e-16,operating_driven,0.06164870234112785,1,0,turnaround_from_loss,0.3772666569937113,0.8094995486532947,0,0.0
byon,BYON,hybrid,2020,-0.6271396254384769,0.18235992321481775,0.6595545738503548,1,1,0,1,1,0.8094995486532947,0.8354648956240516,-0.05055704345558504,0.024591696484828025,0.8094995486532945,1.1102230246251565e-16,operating_driven,0.02859311434905532,1,0,turnaround_from_loss,0.23177768989440203,0.477194650635537,0,1.0
byon,BYON,hybrid,2021,0.18235992321481775,0.6595545738503548,-0.05069154920256766,1,1,1,1,1,0.477194650635537,0.7505751808374878,-0.15761998508791605,-0.11576054511403466,0.477194650635537,0.0,operating_driven,0.0,0,1,eligible,-0.20152001450159426,-0.7102461230529225,1,0.0
