company_id,ticker,company_name,formal_peer_group,fiscal_year,period_end_date,status_group,formal_sample_status,data_as_of,comparability_note,roe,net_margin,asset_turnover,equity_multiplier,roe_valid_flag,dupont_valid_flag,dupont_validity_reason,dupont_identity_gap,peer_median_roe,peer_median_net_margin,peer_median_asset_turnover,peer_median_equity_multiplier,roe_vs_peer_median,net_margin_vs_peer_median,asset_turnover_vs_peer_median,equity_multiplier_vs_peer_median,roe_peer_percentile,valid_peer_roe_count,roe_change,contribution_margin,contribution_turnover,contribution_multiplier,contribution_sum,shapley_reconciliation_gap,dominant_driver,h1_driver_group,leverage_contribution_share,h1_eligible_flag,h1_exclusion_reason,next_year_peer_relative_change,next_year_roe_change,roe_reversal_flag,rank_retention,h1_evidence_tier,h1_permitted_inference,h1_eligible_transition_count,h1_unique_company_count,h1_leverage_transition_count,h1_operating_transition_count,h1_leverage_group_median_outcome,h1_operating_group_median_outcome,h1_group_median_difference,metric_flag_count,unresolved_conflict_count,quality_warning_count,quality_warnings,source_selection_method,source_selection_note,interpretation_note,limitations_note
abnb,ABNB,Airbnb Inc,marketplace_platform,2020,2020-12-31,active,formal_included,2026-08-05,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,-4.381270903010034,-1.3573120189461219,,,False,False,missing_prior_balance,,-0.25483692647871753,-0.15973665973665974,0.41367772503782074,3.7161314377855748,-4.126433976531316,-1.1975753592094622,,,0.0,7,,,,,,,,,,,,,,,,B,Descriptive persistence patterns only; emphasize company concentration and year imbalance.,21,10,4,17,0.35242975575281144,-0.11898476702773753,0.47141452278054896,3,0,3,Consecutive prior-year assets/equity are unavailable; resolved_latest_restated: Later valid filing supplies the current comparative value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection.",DuPont unavailable: missing_prior_balance.,Descriptive persistence patterns only; emphasize company concentration and year imbalance. Latest-restated annual data are not point-in-time; peer benchmarks are descriptive.
abnb,ABNB,Airbnb Inc,marketplace_platform,2021,2021-12-31,active,formal_included,2026-08-05,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,-0.09171443460135487,-0.05874499332443257,0.49521686378713875,3.1526184210526313,True,True,valid,0.0,0.028167212644053197,0.01730205889851094,0.49521686378713875,3.4437364120248892,-0.11988164724540806,-0.07604705222294351,0.0,-0.2911179909722579,0.16666666666666666,7,4.289556468408679,,,,,,not_available,not_available,,False,invalid_dupont_transition,0.44222985184001573,0.4580424462123853,False,0.8333333333333334,B,Descriptive persistence patterns only; emphasize company concentration and year imbalance.,21,10,4,17,0.35242975575281144,-0.11898476702773753,0.47141452278054896,2,0,2,resolved_latest_restated: Later valid filing supplies the current comparative value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection.",No valid consecutive-year ROE transition is available for driver classification.,Descriptive persistence patterns only; emphasize company concentration and year imbalance. Latest-restated annual data are not point-in-time; peer benchmarks are descriptive.
abnb,ABNB,Airbnb Inc,marketplace_platform,2022,2022-12-31,active,formal_included,2026-08-05,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,0.36632801161103046,0.2253839742826527,0.5647145834734082,2.8781809385582973,True,True,valid,0.0,0.04397980701642277,0.026313857673320323,0.6435549868976294,3.179693255642623,0.32234820459460767,0.19907011660933238,-0.07884040342422116,-0.3015123170843257,0.8333333333333334,7,0.4580424462123853,0.45360311011725707,0.017009121762482114,-0.012569785667353858,0.4580424462123853,0.0,margin,operating_driven,0.0,False,turnaround_from_loss,0.001226973327835057,0.3319597843816836,False,0.8,B,Descriptive persistence patterns only; emphasize company concentration and year imbalance.,21,10,4,17,0.35242975575281144,-0.11898476702773753,0.47141452278054896,0,0,0,,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection.",The latest valid ROE improvement is operating-driven; dominant factor: margin.,Descriptive persistence patterns only; emphasize company concentration and year imbalance. Latest-restated annual data are not point-in-time; peer benchmarks are descriptive.
abnb,ABNB,Airbnb Inc,marketplace_platform,2023,2023-12-31,active,formal_included,2026-08-05,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,0.6982877959927141,0.483210648381567,0.5406864215031486,2.6727140255009108,True,True,valid,0.0,0.37471261807027134,0.17185856296513408,0.627294443819946,3.175044344987013,0.3235751779224427,0.31135208541643294,-0.08660802231679743,-0.5023303194861022,0.8,6,0.3319597843816836,0.39560992784504606,-0.02352162452141399,-0.04012851894194856,0.3319597843816835,1.1102230246251565e-16,margin,operating_driven,0.0,True,eligible,-0.3235751779224427,-0.3788090000706534,True,0.5,B,Descriptive persistence patterns only; emphasize company concentration and year imbalance.,21,10,4,17,0.35242975575281144,-0.11898476702773753,0.47141452278054896,0,0,0,,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection.",The latest valid ROE improvement is operating-driven; dominant factor: margin.,Descriptive persistence patterns only; emphasize company concentration and year imbalance. Latest-restated annual data are not point-in-time; peer benchmarks are descriptive.
abnb,ABNB,Airbnb Inc,marketplace_platform,2024,2024-12-31,active,formal_included,2026-08-05,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,0.3194787959220607,0.23851558277787785,0.5336986828189597,2.509742414188333,True,True,valid,5.551115123125783e-17,0.3194787959220607,0.10799328569414159,0.6296437354934566,2.509742414188333,0.0,0.13052229708373625,-0.09594505267449693,0.0,0.5,5,-0.3788090000706534,-0.3406359391097199,-0.006557307148597802,-0.03161575381233568,-0.3788090000706534,0.0,margin,mixed_or_ambiguous,,False,no_roe_improvement,,,,,B,Descriptive persistence patterns only; emphasize company concentration and year imbalance.,21,10,4,17,0.35242975575281144,-0.11898476702773753,0.47141452278054896,1,0,1,No consecutive t+1 annual observation is available,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection.",The latest ROE transition is not a clear positive leverage- or operating-driven improvement.,Descriptive persistence patterns only; emphasize company concentration and year imbalance. Latest-restated annual data are not point-in-time; peer benchmarks are descriptive.
amzn,AMZN,Amazon.com Inc,inventory_led_ecommerce,2018,2018-12-31,active,formal_included,2026-08-05,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",0.28271913329029724,0.04325273630559026,1.5844916620741738,4.125263128350501,True,True,valid,0.0,-0.05164283840584167,-0.05136341761597866,2.3961853996262596,2.936742028750036,0.3343619716961389,0.09461615392156891,-0.8116937375520858,1.1885210996004654,1.0,4,,,,,,,,,,,,,,,,B,Descriptive persistence patterns only; emphasize company concentration and year imbalance.,21,10,4,17,0.35242975575281144,-0.11898476702773753,0.47141452278054896,0,0,0,,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection.",No valid consecutive-year ROE transition is available for driver classification.,Descriptive persistence patterns only; emphasize company concentration and year imbalance. Latest-restated annual data are not point-in-time; peer benchmarks are descriptive.
amzn,AMZN,Amazon.com Inc,inventory_led_ecommerce,2019,2019-12-31,active,formal_included,2026-08-05,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",0.21945099376000152,0.04130870306072251,1.4463773795037844,3.6729445407114922,True,True,valid,2.7755575615628914e-17,-0.3171596363733877,-0.05207001897975609,2.92493595204727,3.4818842553744727,0.5366106301333892,0.0933787220404786,-1.4785585725434855,0.19106028533701958,1.0,4,-0.06326813953029573,-0.011497095275154494,-0.022779215295255922,-0.02899182895988529,-0.06326813953029571,-1.3877787807814457e-17,multiplier,mixed_or_ambiguous,,False,no_roe_improvement,-0.4445533249223334,0.054966234665872,False,0.75,B,Descriptive persistence patterns only; emphasize company concentration and year imbalance.,21,10,4,17,0.35242975575281144,-0.11898476702773753,0.47141452278054896,0,0,0,,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection.",The latest ROE transition is not a clear positive leverage- or operating-driven improvement.,Descriptive persistence patterns only; emphasize company concentration and year imbalance. Latest-restated annual data are not point-in-time; peer benchmarks are descriptive.
amzn,AMZN,Amazon.com Inc,inventory_led_ecommerce,2020,2020-12-31,active,formal_included,2026-08-05,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",0.2744172284258735,0.05525249699531684,1.4130073950988484,3.5149166366489992,True,True,valid,-5.551115123125783e-17,0.18235992321481775,0.013078826440438318,2.194100316764152,3.5149166366489992,0.09205730521105576,0.04217367055487852,-0.7810929216653035,0.0,0.75,5,0.054966234665872,0.07165234157108882,-0.005784136177493512,-0.010901970727723271,0.05496623466587204,-4.163336342344337e-17,margin,operating_driven,0.0,True,eligible,0.0941265348855207,0.013639270846732887,False,0.75,B,Descriptive persistence patterns only; emphasize company concentration and year imbalance.,21,10,4,17,0.35242975575281144,-0.11898476702773753,0.47141452278054896,0,0,0,,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection.",The latest valid ROE improvement is operating-driven; dominant factor: margin.,Descriptive persistence patterns only; emphasize company concentration and year imbalance. Latest-restated annual data are not point-in-time; peer benchmarks are descriptive.
amzn,AMZN,Amazon.com Inc,inventory_led_ecommerce,2021,2021-12-31,active,formal_included,2026-08-05,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",0.2880564992726064,0.07101412875514557,1.2668036411484285,3.2020168444500086,True,True,valid,0.0,0.10187265917602996,-0.008386705320724263,2.550049751243781,3.2020168444500086,0.18618384009657646,0.07940083407586983,-1.2832461100953525,0.0,0.75,5,0.013639270846732887,0.07098787355016824,-0.03093965993758597,-0.026408942765849434,0.013639270846732835,5.204170427930421e-17,margin,operating_driven,0.0,True,eligible,-0.15464188567113624,-0.3072060940497338,True,0.75,B,Descriptive persistence patterns only; emphasize company concentration and year imbalance.,21,10,4,17,0.35242975575281144,-0.11898476702773753,0.47141452278054896,0,0,0,,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection.",The latest valid ROE improvement is operating-driven; dominant factor: margin.,Descriptive persistence patterns only; emphasize company concentration and year imbalance. Latest-restated annual data are not point-in-time; peer benchmarks are descriptive.
amzn,AMZN,Amazon.com Inc,inventory_led_ecommerce,2022,2022-12-31,active,formal_included,2026-08-05,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",-0.01914959477712742,-0.005295895000418302,1.163879151834642,3.106793111211166,True,True,valid,-3.469446951953614e-18,-0.05069154920256766,-0.10893763300049109,1.7315598548972189,3.106793111211166,0.031541954425440236,0.10364173800007279,-0.5676807030625768,0.0,0.75,5,-0.3072060940497338,-0.2926104570952526,-0.010730547598976584,-0.003865089355504646,-0.3072060940497338,0.0,margin,mixed_or_ambiguous,,False,no_roe_improvement,0.42935163412820265,0.1940471281039458,False,1.0,B,Descriptive persistence patterns only; emphasize company concentration and year imbalance.,21,10,4,17,0.35242975575281144,-0.11898476702773753,0.47141452278054896,0,0,0,,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection.",The latest ROE transition is not a clear positive leverage- or operating-driven improvement.,Descriptive persistence patterns only; emphasize company concentration and year imbalance. Latest-restated annual data are not point-in-time; peer benchmarks are descriptive.
